Indexes referenced by this run (116 total):
name                                                       size on disk  download size  path                                                                                                                                                     
    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-tex.splade-v3 -topics beir-cqadupstack-tex -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-tex.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-tex.test runs/run.beir.core.splade-v3.onnx.cqadupstack-tex.txt


  - topic_key: cqadupstack-unix

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-unix.splade-v3 -topics beir-cqadupstack-unix -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-unix.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-unix.test runs/run.beir.core.splade-v3.onnx.cqadupstack-unix.txt


  - topic_key: cqadupstack-webmasters

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-webmasters.splade-v3 -topics beir-cqadupstack-webmasters -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-webmasters.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-webmasters.test runs/run.beir.core.splade-v3.onnx.cqadupstack-webmasters.txt


  - topic_key: cqadupstack-wordpress

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-cqadupstack-wordpress.splade-v3 -topics beir-cqadupstack-wordpress -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.cqadupstack-wordpress.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-wordpress.test runs/run.beir.core.splade-v3.onnx.cqadupstack-wordpress.txt


  - topic_key: quora

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-quora.splade-v3 -topics beir-quora -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.quora.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-quora.test runs/run.beir.core.splade-v3.onnx.quora.txt


  - topic_key: dbpedia-entity

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-dbpedia-entity.splade-v3 -topics beir-dbpedia-entity -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.dbpedia-entity.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-dbpedia-entity.test runs/run.beir.core.splade-v3.onnx.dbpedia-entity.txt


  - topic_key: scidocs

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-scidocs.splade-v3 -topics beir-scidocs -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.scidocs.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scidocs.test runs/run.beir.core.splade-v3.onnx.scidocs.txt


  - topic_key: fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-fever.splade-v3 -topics beir-fever -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.fever.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fever.test runs/run.beir.core.splade-v3.onnx.fever.txt


  - topic_key: climate-fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-climate-fever.splade-v3 -topics beir-climate-fever -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.climate-fever.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-climate-fever.test runs/run.beir.core.splade-v3.onnx.climate-fever.txt


  - topic_key: scifact

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchCollection -threads 16 -index beir-v1.0.0-scifact.splade-v3 -topics beir-scifact -encoder SpladeV3 -output runs/run.beir.core.splade-v3.onnx.scifact.txt -impact -pretokenized -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scifact.test runs/run.beir.core.splade-v3.onnx.scifact.txt


# Running condition "bge-base-en-v1.5.flat.onnx": bge-base-en-v1.5 w/ flat indexes (ONNX) 

  - topic_key: trec-covid

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-trec-covid.bge-base-en-v1.5.flat -topics beir-trec-covid -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-covid.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-covid.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-covid.txt


  - topic_key: bioasq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-bioasq.bge-base-en-v1.5.flat -topics beir-bioasq -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.bioasq.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-bioasq.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.bioasq.txt


  - topic_key: nfcorpus

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-nfcorpus.bge-base-en-v1.5.flat -topics beir-nfcorpus -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nfcorpus.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nfcorpus.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nfcorpus.txt


  - topic_key: nq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-nq.bge-base-en-v1.5.flat -topics beir-nq -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nq.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nq.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nq.txt


  - topic_key: hotpotqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-hotpotqa.bge-base-en-v1.5.flat -topics beir-hotpotqa -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.hotpotqa.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-hotpotqa.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.hotpotqa.txt


  - topic_key: fiqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-fiqa.bge-base-en-v1.5.flat -topics beir-fiqa -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fiqa.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fiqa.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fiqa.txt


  - topic_key: signal1m

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-signal1m.bge-base-en-v1.5.flat -topics beir-signal1m -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.signal1m.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-signal1m.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.signal1m.txt


  - topic_key: trec-news

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-trec-news.bge-base-en-v1.5.flat -topics beir-trec-news -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-news.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-news.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-news.txt


  - topic_key: robust04

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-robust04.bge-base-en-v1.5.flat -topics beir-robust04 -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.robust04.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-robust04.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.robust04.txt


  - topic_key: arguana

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-arguana.bge-base-en-v1.5.flat -topics beir-arguana -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.arguana.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-arguana.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.arguana.txt


  - topic_key: webis-touche2020

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-webis-touche2020.bge-base-en-v1.5.flat -topics beir-webis-touche2020 -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.webis-touche2020.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-webis-touche2020.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.webis-touche2020.txt


  - topic_key: cqadupstack-android

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-android.bge-base-en-v1.5.flat -topics beir-cqadupstack-android -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-android.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-android.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-android.txt


  - topic_key: cqadupstack-english

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-english.bge-base-en-v1.5.flat -topics beir-cqadupstack-english -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-english.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-english.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-english.txt


  - topic_key: cqadupstack-gaming

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-gaming.bge-base-en-v1.5.flat -topics beir-cqadupstack-gaming -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gaming.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gaming.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gaming.txt


  - topic_key: cqadupstack-gis

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-gis.bge-base-en-v1.5.flat -topics beir-cqadupstack-gis -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gis.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gis.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gis.txt


  - topic_key: cqadupstack-mathematica

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-mathematica.bge-base-en-v1.5.flat -topics beir-cqadupstack-mathematica -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-mathematica.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-mathematica.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-mathematica.txt


  - topic_key: cqadupstack-physics

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-physics.bge-base-en-v1.5.flat -topics beir-cqadupstack-physics -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-physics.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-physics.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-physics.txt


  - topic_key: cqadupstack-programmers

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-programmers.bge-base-en-v1.5.flat -topics beir-cqadupstack-programmers -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-programmers.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-programmers.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-programmers.txt


  - topic_key: cqadupstack-stats

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-stats.bge-base-en-v1.5.flat -topics beir-cqadupstack-stats -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-stats.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-stats.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-stats.txt


  - topic_key: cqadupstack-tex

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-tex.bge-base-en-v1.5.flat -topics beir-cqadupstack-tex -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-tex.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-tex.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-tex.txt


  - topic_key: cqadupstack-unix

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-unix.bge-base-en-v1.5.flat -topics beir-cqadupstack-unix -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-unix.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-unix.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-unix.txt


  - topic_key: cqadupstack-webmasters

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-webmasters.bge-base-en-v1.5.flat -topics beir-cqadupstack-webmasters -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-webmasters.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-webmasters.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-webmasters.txt


  - topic_key: cqadupstack-wordpress

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-cqadupstack-wordpress.bge-base-en-v1.5.flat -topics beir-cqadupstack-wordpress -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-wordpress.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-wordpress.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-wordpress.txt


  - topic_key: quora

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-quora.bge-base-en-v1.5.flat -topics beir-quora -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.quora.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-quora.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.quora.txt


  - topic_key: dbpedia-entity

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-dbpedia-entity.bge-base-en-v1.5.flat -topics beir-dbpedia-entity -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.dbpedia-entity.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-dbpedia-entity.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.dbpedia-entity.txt


  - topic_key: scidocs

